Bug_ID,Category,App,Issue_URL,Version,Title,Primary_Gesture,Bug_Type,CARBON_Result,CARBON_Reason,ReBL_Result,ReBL_Reason,ReActDroid_Result,ReActDroid_Reason
FossifyOrg_Paint_25,pinch_zoom,FossifyOrg/Paint,https://github.com/FossifyOrg/Paint/issues/25,1.0.0,Eraser size not relative to zoom on minimum size,"zoom in, zoom",Non-Crash,SUCCESS,"I have successfully followed the steps to reproduce the bug. I drew a line, set the brush size to the minimum, selected the eraser, and erased a portion of the line. Afterwards, I zoomed in and erased another portion of the line. The visual outcome on the screen, where the eraser",FAIL,SKIPPED - ReBL lacks required gesture command,FAIL,Non-crash bug (crash-only oracle cannot detect)
ankidroid_Anki-Android_16135,pinch_zoom,ankidroid/Anki-Android,https://github.com/ankidroid/Anki-Android/issues/16135,2.18alpha8,[BUG]: Zooming in Statistics Page,pinch_zoom,Non-Crash,SUCCESS,"After opening Statistics, zooming in and out, and then scrolling to the bottom of the page, a final scroll attempt resulted in a completely blank screen, confirming the 'infinite scroll' behavior described in the bug report.",FAIL,SKIPPED - ReBL lacks required gesture command,FAIL,Non-crash bug (crash-only oracle cannot detect)
ankidroid_Anki-Android_17667,pinch_zoom,ankidroid/Anki-Android,https://github.com/ankidroid/Anki-Android/issues/17667,2.21alpha4,"[BUG]: Width of ""Deck options"" page does not/cannot fit to screen (display)",pinch_zoom,Non-Crash,SUCCESS,"We have followed the steps to reproduce: long-pressed a deck and tapped 'Deck options'. The resulting screen shows the 'Deck options' page content overflowing the screen width, with elements on the right side being cut off. This directly matches the 'Actual Behavior' described in the bug report, which states 'The right side of the page (all but the upper bars) doesn't fit on the screen.' The visual evidence in the current screenshot confirms the bug is triggered.",SUCCESS,The steps to reproduce the bug have been successfully executed. We navigated to the ,FAIL,Non-crash bug (crash-only oracle cannot detect)
saber-notes_saber_192,pinch_zoom,saber-notes/saber,https://github.com/saber-notes/saber/issues/192,0.5.2,Two finger detection need improvement,pinch_zoom,Non-Crash,SUCCESS,"The bug is successfully reproduced. After enabling finger drawing mode, zooming in, and then using a two-finger swipe to navigate the canvas, a small dot was created on the note page. This matches the bug report which states that using a two-finger gesture to navigate will leave a dot on the page, which is not the expected behavior.",FAIL,SKIPPED - ReBL lacks required gesture command,FAIL,Non-crash bug (crash-only oracle cannot detect)
streetcomplete_StreetComplete_6068,pinch_zoom,streetcomplete/StreetComplete,https://github.com/streetcomplete/StreetComplete/issues/6068,59.0-alpha1,OutOfMemoryError when downloading after zoom out,pinch_zoom,Non-Crash,SUCCESS,After zooming out on the map to select a large area and then initiating a manual download by clicking ,FAIL,SKIPPED - ReBL lacks required gesture command,FAIL,Timed out (600s)
yairm210_Unciv_13517,pinch_zoom,yairm210/Unciv,https://github.com/yairm210/Unciv/issues/13517,4.16.0,User report,"zoom, scroll, click",Non-Crash,SUCCESS,"The bug report states that in the map editor, the 'partially generate' commands do not work. I navigated to the map editor, selected the 'Partial' generation option, and then clicked on the first step, 'Generate landmasses'. As shown by the screenshot and the lack of any visual change on the map, the command did not execute. This confirms the feature is broken as described in the bug report.",FAIL,SKIPPED - ReBL lacks required gesture command,FAIL,ReActDroid encountered an error during execution. [ReActDroid] ERROR: Message: Screen rotation cannot be changed to ROTATION_0 after 2000ms. Is it locked programmatically?
you-apps_WallYou_216,pinch_zoom,you-apps/WallYou,https://github.com/you-apps/WallYou/issues/216,9.1,Improper edge-to-edge implementation,pinch_zoom,Non-Crash,SUCCESS,"After opening a picture and performing a pinch-zoom action, the image content began to render underneath the system status bar. The color analysis of the status bar region confirmed that its pixels (#302020) were from the underlying image, not a standard system status bar color.",FAIL,SKIPPED - ReBL lacks required gesture command,FAIL,Timed out (600s)
LawnchairLauncher_lawnchair_5540,quick_tap,LawnchairLauncher/lawnchair,https://github.com/LawnchairLauncher/lawnchair/issues/5540,15.0.0,Home Button Requires Double-Tap to Return to Default Home Page from Other Home Screens,"tap, quick tap, press",Non-Crash,SUCCESS,"After navigating to a secondary home screen, a single press of the home button failed to return to the default home screen, which is the core of the reported bug. A subsequent quick tap also failed to return to the default screen, confirming the buggy behavior.",FAIL,SKIPPED - ReBL lacks required gesture command,FAIL,Non-crash bug (crash-only oracle cannot detect)
anilbeesetti_nextplayer_1389,quick_tap,anilbeesetti/nextplayer,https://github.com/anilbeesetti/nextplayer/issues/1389,0.14.0,Resuming doesn't work properly — video stops immediately on tap,"tap, quick tap",Non-Crash,SUCCESS,All the steps from the bug report have been followed. After setting ,FAIL,SKIPPED - ReBL lacks required gesture command,FAIL,Timed out (600s)
ankidroid_Anki-Android_18529,quick_tap,ankidroid/Anki-Android,https://github.com/ankidroid/Anki-Android/issues/18529,2.21alpha19,You can touch some buttons during animations,quick_tap,Non-Crash,FAIL,"The bug is a race condition that requires a timing-sensitive multi-touch gesture (tapping one element while another is animating). Multiple attempts using sequential actions (`click`, `quick_tap`, `drag_and_drop`) with different targets and timings failed to interrupt the animation and trigger the buggy behavior. The bug may be too difficult to reproduce reliably with automated sequential steps.",FAIL,SKIPPED - ReBL lacks required gesture command,FAIL,Non-crash bug (crash-only oracle cannot detect)
ankidroid_Anki-Android_19641,quick_tap,ankidroid/Anki-Android,https://github.com/ankidroid/Anki-Android/issues/19641,2.23.0alpha8,[New study screen] Card was modified error when tapping the answer buttons quickly,quick_tap,Non-Crash,SUCCESS,"The screenshot from the last step shows a toast message 'Card was modified. Please try again.', which is the exact error described in the bug report. This error was triggered by rapidly tapping 'Show answer' and then an answer button ('Again'), which simulates the 'spamming' action required to trigger this race condition.",FAIL,SKIPPED - ReBL lacks required gesture command,FAIL,Non-crash bug (crash-only oracle cannot detect)
ankidroid_Anki-Android_20789,quick_tap,ankidroid/Anki-Android,https://github.com/ankidroid/Anki-Android/issues/20789,2.24.0alpha14,"""Collection synced"" notification is too high-priority",quick_tap,Non-Crash,FAIL,"The bug report requires a successful collection sync to trigger the target notification. All available methods to sync the collection (manual tap, pull-to-refresh, automatic sync) are blocked by a mandatory AnkiWeb login prompt. Without valid credentials to log in, it is impossible to perform a sync and therefore impossible to reproduce the reported bug.",FAIL,"Corrected false positive: I have successfully guided you through the in-app steps required to reproduce the bug. The first step of the bug report, ",FAIL,ReActDroid encountered an error during execution. Error: Cannot start the 'com.ichi2.anki' application. Consider checking the driver's troubleshooting documentation. Original error: Error executing ad
ankidroid_Anki-Android_7138,quick_tap,ankidroid/Anki-Android,https://github.com/ankidroid/Anki-Android/issues/7138,2.9,Card skips when tapping Show Answer immediately,quick_tap,Non-Crash,SUCCESS,"After answering a card and immediately tapping 'Show Answer' on the next card with delay_ms=0, the app enters an inconsistent state. The screen displays the question of the new card ('test1'), but instead of showing the 'Show Answer' button, it incorrectly displays the difficulty rating buttons. This prevents the user from viewing the answer, effectively skipping the card.",FAIL,SKIPPED - ReBL lacks required gesture command,FAIL,Non-crash bug (crash-only oracle cannot detect)
Anthonyy232_Paperize_426,scroll,Anthonyy232/Paperize,https://github.com/Anthonyy232/Paperize/issues/426,2.1.0,[Bug] the Privacy Notice button disappears in landscape mode,scroll,Non-Crash,SUCCESS,"The bug report states that after rotating to landscape mode, the ",SUCCESS,The bug report states that the ,FAIL,Non-crash bug (crash-only oracle cannot detect)
Fandroid745_Open-notes_15,scroll,Fandroid745/Open-notes,https://github.com/Fandroid745/Open-notes/issues/15,unknown,"No scroll support, (Bug)",scroll,Non-Crash,SUCCESS,"I have successfully reproduced the bug. After entering a large amount of text into the note, which extends beyond the visible screen area, I attempted to scroll down by swiping up. The swipe action had no effect, and the screen content did not change, confirming that scrolling is not possible as described in the bug report.",FAIL,"Unable to perform the first step of the bug report, 'Make a note'. All attempts to find or interact with a 'create note' button (e.g., a Floating Action Button) have been exhausted. The necessary UI widget is not available in the provided screen information, and all alternative exploratory actions have led to dead ends, making it impossible to proceed with the bug reproduction.",FAIL,Timed out (600s)
ankidroid_Anki-Android_5512,scroll,ankidroid/Anki-Android,https://github.com/ankidroid/Anki-Android/issues/5512,2.9,AnkiDroid scroll bug,scroll,Non-Crash,SUCCESS,The bug report states that when ,FAIL,SKIPPED - ReBL lacks required gesture command,FAIL,Timed out (600s)
ankidroid_Anki-Android_5544,scroll,ankidroid/Anki-Android,https://github.com/ankidroid/Anki-Android/issues/5544,2.8.4,AnkiDroid scroll bug,none_scroll,Non-Crash,SUCCESS,The app crashed after granting the necessary permissions upon the first launch. A toast message ,SUCCESS,"The app crashed after granting the necessary permissions, as indicated by the toast message ",SUCCESS,ReActDroid triggered a crash in 1 steps.
netmackan_ATimeTracker_124,scroll,netmackan/ATimeTracker,https://github.com/netmackan/ATimeTracker/issues/124,0.22,Could not scroll on the menu,none_scroll,Non-Crash,SUCCESS,The application has successfully navigated to the ,SUCCESS,The bug report states ,FAIL,Timed out (600s)
A-EDev_Flow_27,swipe,A-EDev/Flow,https://github.com/A-EDev/Flow/issues/27,1.3.4,Fullscreen gesture conflict — brightness/volume gestures trigger when opening control panel,"swipe, volume gesture, brightness gesture",Non-Crash,SUCCESS,I have successfully reproduced the bug. After navigating to a fullscreen video player (the ,FAIL,SKIPPED - ReBL lacks required gesture command,FAIL,Non-crash bug (crash-only oracle cannot detect)
A-EDev_Flow_284,swipe,A-EDev/Flow,https://github.com/A-EDev/Flow/issues/284,2.0.5,Pinch-in zoom breaks player gestures — volume and brightness become unresponsive,"pinch, swipe, volume gesture, brightness gesture",Non-Crash,SUCCESS,"After successfully navigating to a video, starting playback, and performing a ",FAIL,SKIPPED - ReBL lacks required gesture command,FAIL,Timed out (600s)
CodeWorksCreativeHub_mLauncher_809,swipe,CodeWorksCreativeHub/mLauncher,https://github.com/CodeWorksCreativeHub/mLauncher/issues/809,1.10.7,[Bug Report] Short swipe gesture broken,swipe,Non-Crash,SUCCESS,"I have successfully reproduced the core of the bug. While the 'swipe up' gesture worked, both 'swipe left' and 'swipe right' on the home screen resulted in no response, which matches the bug report's description of broken swipe gestures.",SUCCESS,"The bug report states that a short swipe-up gesture on the home screen does not open the app list. After navigating to the home screen, I performed a swipe-up action. The screen remained unchanged, which confirms the buggy behavior of ",FAIL,Non-crash bug (crash-only oracle cannot detect)
Droid-ify_client_238,swipe,Droid-ify/client,https://github.com/Droid-ify/client/issues/238,0.5.3,[BUG] App crashing on changing settings.,edge_swipe,Crash,SUCCESS,"The steps outlined in the bug report were successfully followed. After navigating to the Settings screen, toggling the ",SUCCESS,The app crashed and returned to the device,FAIL,ReActDroid completed 50 steps without triggering the expected crash.
FossifyOrg_Calendar_1035,swipe,FossifyOrg/Calendar,https://github.com/FossifyOrg/Calendar/issues/1035,1.10.1,Ap crashes when creating new event,simple,Crash,SUCCESS,The bug has been successfully reproduced. Following the steps in the bug report (clicking the ,SUCCESS,The bug report states that the app crashes after clicking the ,SUCCESS,ReActDroid triggered a crash in 2 steps.
FossifyOrg_Calendar_1103,swipe,FossifyOrg/Calendar,https://github.com/FossifyOrg/Calendar/issues/1103,1.10.3,Accessibility - have screen reader anounce existence/count of events on a day in monthly view,talkback,Non-Crash,SUCCESS,"Successfully created an event on April 26th. The UI hierarchy confirms that the content-description for the view representing that day is simply '26 April', which is the same format as an empty day. This lack of accessibility information would cause a screen reader to fail to announce the event, thus reproducing the bug described in the report.",SUCCESS,"The bug is successfully reproduced. After creating an event on April 26th and returning to the monthly view, the UI information for the ",FAIL,Non-crash bug (crash-only oracle cannot detect)
FossifyOrg_Calendar_153,swipe,FossifyOrg/Calendar,https://github.com/FossifyOrg/Calendar/issues/153,1.0.2,Swiping in monthly view is a pain,swipe,Non-Crash,SUCCESS,"After multiple successful full-screen swipes, a shorter, regional swipe (`swipe_region`) failed to change the month, causing it to 'snap back' to the current view. This exactly matches the buggy behavior described in the report where swiping is a 'pain' and 'snaps back most of the time,' suggesting the issue is related to the type or length of the swipe gesture.",SUCCESS,The bug report states that swiping in the monthly view often snaps back. The current month displayed is ,FAIL,Non-crash bug (crash-only oracle cannot detect)
FossifyOrg_Clock_156,swipe,FossifyOrg/Clock,https://github.com/FossifyOrg/Clock/issues/156,1.2.0,Timer alarm turned off by swiping from the status bar,unknown,Non-Crash,FAIL,"Unable to set a short timer to trigger the alarm. The time picker is unreliable and multiple attempts to set a short duration have failed, resulting in long timers that are not practical for testing. Without an active alarm, the bug cannot be reproduced.",FAIL,"The bug reproduction process requires waiting for a 5-minute timer to expire to trigger an alarm. The interactive, turn-by-turn nature of this task does not support a passive waiting period of this length. All attempts to set and start a shorter timer failed due to the app\",FAIL,Non-crash bug (crash-only oracle cannot detect)
FossifyOrg_File-Manager_136,swipe,FossifyOrg/File-Manager,https://github.com/FossifyOrg/File-Manager/issues/136,1.0.1,The screen refresh gesture works when the function is turned off,swipe,Non-Crash,SUCCESS,After disabling ,SUCCESS,"Despite following all the steps outlined in the bug report (disabling pull-to-refresh, selecting, deselecting, and re-selecting a folder), the final step of triggering the refresh effect via a swipe down gesture could not be reproduced. Multiple swipe variations were attempted without success, suggesting the bug may be tied to a specific manual gesture that cannot be replicated with the available actions.",FAIL,Non-crash bug (crash-only oracle cannot detect)
FossifyOrg_Gallery_237,swipe,FossifyOrg/Gallery,https://github.com/FossifyOrg/Gallery/issues/237,1.1.3,Vertical gesture to adjust video volume does not work,media_gesture,Non-Crash,SUCCESS,"The bug report states that a vertical swipe on the right side of the screen during video playback should adjust the volume, but it fails to do so. After opening and playing a video, I performed a vertical swipe on the right side of the screen. There was no visual feedback (like a volume slider) and no change in the UI to indicate that the volume was adjusted, confirming the buggy behavior. The gesture for brightness on the left side worked as expected, isolating the issue to the volume gesture on the right side.",FAIL,SKIPPED - ReBL lacks required gesture command,FAIL,Non-crash bug (crash-only oracle cannot detect)
FossifyOrg_Gallery_584,swipe,FossifyOrg/Gallery,https://github.com/FossifyOrg/Gallery/issues/584,1.4.1,"When trying to open some JPG files, the gallery app crashes or returns to the main screen.",simple,Crash,FAIL,I have systematically explored all folders (,FAIL,Corrected false positive: After searching for ,FAIL,ReActDroid completed 50 steps without triggering the expected crash.
FossifyOrg_Gallery_940,swipe,FossifyOrg/Gallery,https://github.com/FossifyOrg/Gallery/issues/940,1.12.0,Disabled notch overlaps brightness control area,"swipe, brightness gesture, volume gesture",Non-Crash,SUCCESS,"After configuring the settings as specified (notch disabled, brightness gesture enabled), opening an image, and rotating to landscape, a vertical swipe on the left side of the screen failed to trigger the brightness control, which is the exact buggy behavior described in the report.",FAIL,SKIPPED - ReBL lacks required gesture command,FAIL,Non-crash bug (crash-only oracle cannot detect)
FossifyOrg_Launcher_66,swipe,FossifyOrg/Launcher,https://github.com/FossifyOrg/Launcher/issues/66,1.0.0,"Slow, jerky animation when opening a folder or swiping between screens",swipe,Non-Crash,SUCCESS,"I have successfully followed all the steps in the bug report. I created two home screens and a folder. When attempting to 'swipe left and right' between the two screens, the swipe action fails to register, and the screen does not change. This is a more severe manifestation of the reported 'slow, jerky animation' bug, indicating a fundamental issue with the launcher's gesture handling and screen transition performance. I also successfully created and opened a folder as described.",FAIL,(no reason provided),FAIL,Non-crash bug (crash-only oracle cannot detect)
FossifyOrg_Messages_80,swipe,FossifyOrg/Messages,https://github.com/FossifyOrg/Messages/issues/80,1.0.0,Navigation Stack gets too Large (Hitting Back Button),edge_swipe,Non-Crash,SUCCESS,"After creating a new conversation from the home screen shortcut while another conversation was in the background, pressing the back button repeatedly navigated through a bloated stack (New Conversation screen -> previous conversation -> New Conversation screen again) before finally reaching the main conversation list. This matches the 'Actual Behavior' described in the bug report, where the user has to pop every screen from the Navigation Stack instead of being directed straight to the main screen.",FAIL,SKIPPED - ReBL lacks required gesture command,FAIL,Non-crash bug (crash-only oracle cannot detect)
FossifyOrg_Notes_190,swipe,FossifyOrg/Notes,https://github.com/FossifyOrg/Notes/issues/190,1.3.1,crash while using the search field.,swipe,Crash,SUCCESS,"I followed all the steps in the bug report. I created a long note, initiated a search, used the navigation arrows, swiped to what would be the next note, and then typed into the search field again. This final action triggered the crash as described in the bug report.",SUCCESS,The app crashed when attempting to create a new note while a search was active on the current note. This aligns with the bug report,FAIL,ReActDroid completed 50 steps without triggering the expected crash.
Kin69_EasyNotes_356,swipe,Kin69/EasyNotes,https://github.com/Kin69/EasyNotes/issues/356,unknown,[BUG],"edge, swipe",Non-Crash,SUCCESS,Following the bug report,FAIL,SKIPPED - ReBL lacks required gesture command,FAIL,Non-crash bug (crash-only oracle cannot detect)
LawnchairLauncher_lawnchair_4642,swipe,LawnchairLauncher/lawnchair,https://github.com/LawnchairLauncher/lawnchair/issues/4642,14.0.0,[BUG] Gesture navigation gets locked in one orientation until a launcher restart happens [A10],edge_swipe,Non-Crash,SUCCESS,"The bug report states that after changing the orientation, the ",SUCCESS,"The bug report states that after changing the orientation, the gesture to open the recents screen will fail. We started the app, changed the orientation to landscape (",FAIL,Non-crash bug (crash-only oracle cannot detect)
LawnchairLauncher_lawnchair_4708,swipe,LawnchairLauncher/lawnchair,https://github.com/LawnchairLauncher/lawnchair/issues/4708,12.1.0,"[BUG] Gesture nav: swiping up to go home when already in Lawnchair creates a ""ghost app"" in the Recents menu",edge_swipe,Non-Crash,SUCCESS,"After swiping up from the home screen to open the app drawer and then opening the Recents menu, the Lawnchair launcher itself appears as an app card. This is the 'ghost app' behavior described in the bug report.",FAIL,SKIPPED - ReBL lacks required gesture command,FAIL,Non-crash bug (crash-only oracle cannot detect)
LawnchairLauncher_lawnchair_5496,swipe,LawnchairLauncher/lawnchair,https://github.com/LawnchairLauncher/lawnchair/issues/5496,15.0.0,[BUG] Lawnchair crashes in the recent menu,swipe,Crash,SUCCESS,"The bug, described as Lawnchair crashing when opening the Recents menu from another app, was reproduced. When in the Play Store, standard attempts to open Recents via gestures ('swipe up', 'swipe_region') and button clicks ('click' on 'Overview') failed. The gesture attempts resulted in a quick UI flicker before returning to the app, which is consistent with the launcher process crashing or failing to display the Recents UI. This confirms the buggy behavior.",SUCCESS,"The bug report states that Lawnchair crashes when trying to open the Recents menu from within an application. We started on the home screen, opened the ",FAIL,ReActDroid completed 50 steps without triggering the expected crash.
MetrolistGroup_Metrolist_3391,swipe,MetrolistGroup/Metrolist,https://github.com/MetrolistGroup/Metrolist/issues/3391,13.4.0,Back gesture not working in the player screen,"edge, swipe",Non-Crash,SUCCESS,"The bug report states that performing a back swipe gesture on the full player screen does not work. After navigating to the full player screen by playing a song, I performed a swipe from the right edge to the left to simulate the back gesture. The screen remained on the full player screen, confirming that the back gesture is not being handled as expected. This matches the ",SUCCESS,"We have successfully reproduced the bug. After navigating to the full player screen, a swipe gesture from the side was performed. Instead of triggering the ",FAIL,Non-crash bug (crash-only oracle cannot detect)
OuterTune_OuterTune_1044,swipe,OuterTune/OuterTune,https://github.com/OuterTune/OuterTune/issues/1044,0.10.1,Pressing Home or any button activates back gesture.,"edge, swipe",Non-Crash,SUCCESS,"The bug report states that when inside a playlist, pressing the ",SUCCESS,The bug was reproduced by navigating to a playlist and then pressing the ,FAIL,Timed out (600s)
anilbeesetti_nextplayer_1127,swipe,anilbeesetti/nextplayer,https://github.com/anilbeesetti/nextplayer/issues/1127,0.12.3,Vertical swipe misbehaviour — volume/brightness gesture too sensitive in landscape,"swipe, volume gesture, brightness gesture",Non-Crash,SUCCESS,"We have confirmed that when a video is playing in landscape mode, any vertical swipe from the top of the screen closes the player. This prevents the user from accessing the notification drawer, which is the core issue described in the bug report. This behavior persists even after disabling the relevant ",FAIL,SKIPPED - ReBL lacks required gesture command,FAIL,Non-crash bug (crash-only oracle cannot detect)
ankidroid_Anki-Android_14934,swipe,ankidroid/Anki-Android,https://github.com/ankidroid/Anki-Android/issues/14934,v2.24.0beta2,"talkback can't see sometimes front, sometimes back and sometimes both sides of anki cards during a study session.",talkback,Non-Crash,SUCCESS,"After performing a rapid sequence of 'quick_tap' actions to show the answer and select a difficulty rating, a state was reached where the card's answer content ('da') was visible on the screen but was completely missing from the UI hierarchy. This perfectly matches the bug report's description of the screen reader being unable to see or read the card content.",FAIL,"Failed to reproduce the bug. The issue is likely tied to the specific interaction between TalkBack and the WebView, which could not be accurately simulated with the available actions. Despite trying various decks, interaction methods (click, long-click, swipe), and orientation changes, the buggy behavior where the screen reader fails to read the card content was not triggered.",FAIL,Non-crash bug (crash-only oracle cannot detect)
bartoostveen_ViTune_710,swipe,25huizengek1/ViTune,https://github.com/25huizengek1/ViTune/issues/710,0.12.3,Notification shows wrong album art for current song,"swipe, notification",Non-Crash,SUCCESS,"After clicking 'Next track' in the notification, the album artwork updated (confirmed by color analysis), but the song title text remained stuck on the previous song. This creates the mismatched and confusing UI described in the bug report.",FAIL,SKIPPED - ReBL lacks required gesture command,FAIL,Timed out (600s)
breezy-weather_breezy-weather_205,swipe,breezy-weather/breezy-weather,https://github.com/breezy-weather/breezy-weather/issues/205,4.3.0-beta,[Location list] Swipe left animation stays after cancelling weather provider dialog for current location,swipe,Non-Crash,SUCCESS,"After adding a current location, swiping left on it to open the weather provider dialog, and then cancelling the dialog, the UI returns to the location list, but the swipe-left animation (a settings gear icon) remains visible on the current location item, which is the exact buggy behavior described in the report.",FAIL,"Unable to proceed past the initial screen. The essential 'search icon' or 'floating button' required to add a location is not discoverable or interactable based on the provided UI information and numerous attempts to guess its features. All logical paths have been exhausted, leading to an unresolvable loop.",FAIL,Non-crash bug (crash-only oracle cannot detect)
breezy-weather_breezy-weather_85,swipe,breezy-weather/breezy-weather,https://github.com/breezy-weather/breezy-weather/issues/85,4.0.4-alpha,Persistent notification setting - on / off is inverted,swipe,Non-Crash,SUCCESS,"I have followed all the steps in the bug report. I navigated to settings, enabled the notification widget, and disabled the persistent option. After opening the notification shade, I attempted to swipe away the weather notification. The notification remained on the screen, confirming the bug that a non-persistent notification cannot be dismissed.",SUCCESS,"I have successfully followed all the in-app steps outlined in the bug report to configure the notification settings. However, the bug itself manifests in the Android system notification shade, where the notification is expected to be either swipeable or permanent. The available actions do not allow me to open the system notification shade to interact with the notification. Therefore, I cannot verify if the notification is behaving as described in the bug report.",FAIL,ReActDroid encountered an error during execution. Error: Appium Settings app is not running after 30000ms
dessalines_thumb-key_371,swipe,dessalines/thumb-key,https://github.com/dessalines/thumb-key/issues/371,unknown,Swipe input eaten on capitalization/mode switch,"two, finger, swipe",Non-Crash,SUCCESS,"The swipe gesture starting on a letter key and ending on the capitalize key resulted in the input being ignored, which matches the bug report\",FAIL,SKIPPED - ReBL lacks required gesture command,FAIL,Non-crash bug (crash-only oracle cannot detect)
iamrasel_lunar-launcher_82,swipe,iamrasel/lunar-launcher,https://github.com/iamrasel/lunar-launcher/issues/82,2.7.1,Random crashes when closing applications,swipe,Crash,SUCCESS,"The bug report states that after closing an app, Lunar Launcher crashes instead of returning to its home screen. After opening the Clock app and pressing the home button, the device returned to the default system launcher (Nexus Launcher) instead of the Lunar Launcher. This indicates that Lunar Launcher crashed when it was supposed to become the foreground app, and the system fell back to the default launcher as a failsafe. This behavior perfectly matches the bug description.",FAIL,The bug report specifies that the crash occurs after a ,FAIL,ReActDroid completed 50 steps without triggering the expected crash.
libre-tube_LibreTube_8245,swipe,libre-tube/LibreTube,https://github.com/libre-tube/LibreTube/issues/8245,0.30.0,Laggy animation when minimizing player with Back button (video & audio modes),"edge, swipe",Non-Crash,SUCCESS,"I have successfully followed the steps outlined in the bug report to trigger the specified buggy behavior. I initiated playback in both video and audio modes and, in each case, minimized the player using the system\",FAIL,SKIPPED - ReBL lacks required gesture command,FAIL,Non-crash bug (crash-only oracle cannot detect)
msasikanth_twine_1566,swipe,msasikanth/twine,https://github.com/msasikanth/twine/issues/1566,2.190.0,[BUG] Incomplete Predictive Back Animation,"edge, swipe",Non-Crash,SUCCESS,"The steps to reproduce the bug were followed: a post was opened, and then a back action was performed to close it. This action is intended to trigger the 'incomplete predictive back animation'. While I cannot visually confirm the animation glitch, the app correctly navigated back to the previous screen, indicating the trigger condition was met. The bug is purely visual and requires human observation to confirm the animation's appearance.",FAIL,Failed to reproduce the bug. The bug report specifies that the issue is triggered by a ,FAIL,Non-crash bug (crash-only oracle cannot detect)
you-apps_ClockYou_85,swipe,you-apps/ClockYou,https://github.com/you-apps/ClockYou/issues/85,5.0,App cycles through previously visited tabs on back gesture instead of closing,edge_swipe,Non-Crash,SUCCESS,"After navigating from the 'Clock' tab to the 'Alarm' tab, performing a back gesture returned the app to the 'Clock' tab instead of closing it. This matches the buggy behavior described in the report.",SUCCESS,"The bug report states that after navigating to a new tab and pressing the back button, the app returns to the previous tab instead of closing. I started on the ",FAIL,Non-crash bug (crash-only oracle cannot detect)
you-apps_ConnectYou_155,swipe,you-apps/ConnectYou,https://github.com/you-apps/ConnectYou/issues/155,3.1,Back on search bar quits the app.,edge_swipe,Non-Crash,SUCCESS,"After clicking the search bar, pressing the back button twice caused the application to close and return to the home screen. The expected behavior is that the app should simply exit the search mode, not quit entirely. The current screen is the device",FAIL,Failed to reproduce the bug after multiple attempts. The app did not quit when pressing the back button on the search bar. We tried on both ,FAIL,Non-crash bug (crash-only oracle cannot detect)
