Category,Bug_ID,App,Issue_URL,Bug_Type,CARBON,ReBL,ReActDroid,AdbGPT,Screenshot,CARBON_Reason,ReBL_Reason,ReActDroid_Reason,AdbGPT_Reason,REMARKS
Drag & Drop,MetrolistGroup_Metrolist_3227,MetrolistGroup/Metrolist,https://github.com/MetrolistGroup/Metrolist/issues/3227,Drag & Drop,SUCCESS,FAIL,FAIL,FAIL,Dataset/drag_and_drop/MetrolistGroup_Metrolist_3227 Tested/Annotation/annotated.png,"We have successfully reproduced the bug. After adding a new song to the playlist, we attempted to drag a song from the bottom to the top. Instead of the playlist reordering correctly, the list became corrupted. A different song was moved to the second position, and the song we dragged was moved to the fourth position, not the top. This buggy behavior, where dragging a song results in an incorrect replacement and corruption of the playlist order, matches the description in the bug report.",ReBL timed out after 1800s without producing a result.,ReActDroid completed 30 steps without triggering the expected crash.,"0/8 steps, 20 MISSING","CARBON: We have successfully reproduced the bug. After adding a new song to the playlist, we attempted to drag a song from the bottom to the top. Instead of the playlist reordering correctly, the list became corrupted. A different song was moved to the second position, and the song we dragged was moved to the fourth position, not the top. This buggy behavior, where dragging a song results in an incorrect replacement and corruption of the playlist order, matches the description in the bug report. | ReBL: ReBL timed out after 1800s without producing a result. | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 0/8 steps, 20 MISSING"
Drag & Drop,MetrolistGroup_Metrolist_3561,MetrolistGroup/Metrolist,https://github.com/MetrolistGroup/Metrolist/issues/3561,Drag & Drop,SUCCESS,FAIL,FAIL,FAIL,Dataset/drag_and_drop/MetrolistGroup_Metrolist_3561 Tested/Annotation/annotated.png,"We have successfully reproduced the bug. After adding a new song to the playlist, we attempted to drag a song from the bottom to the top. Instead of the playlist reordering correctly, the list became corrupted. A different song was moved to the second position, and the song we dragged was moved to the fourth position, not the top. This buggy behavior, where dragging a song results in an incorrect replacement and corruption of the playlist order, matches the description in the bug report.","I am unable to complete the first step of the bug report,",ReActDroid completed 30 steps without triggering the expected crash.,"0/13 steps, 20 MISSING","CARBON: We have successfully reproduced the bug. After adding a new song to the playlist, we attempted to drag a song from the bottom to the top. Instead of the playlist reordering correctly, the list became corrupted. A different song was moved to the second position, and the song we dragged was moved to the fourth position, not the top. This buggy behavior, where dragging a song results in an incorrect replacement and corruption of the playlist order, matches the description in the bug report. | ReBL: I am unable to complete the first step of the bug report, | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 0/13 steps, 20 MISSING"
Drag & Drop,NeoApplications_Neo-Launcher_130,NeoApplications/Neo-Launcher,https://github.com/NeoApplications/Neo-Launcher/issues/130,Drag & Drop,SUCCESS,SUCCESS,FAIL,SUCCESS,Dataset/drag_and_drop/NeoApplications_Neo-Launcher_130 Tested/Annotation/annotated.png,"The primary interaction for 'Cover' folders, swiping up to view all apps, does not work. This is a direct match to the bug report's description ('Swiping on it as if it were a Cover does nothing') and blocks any further steps like reordering apps. Attempts to find a workaround by accessing folder settings through direct interaction or through the main launcher settings have also failed, indicating a significant flaw in the feature's implementation.","The app crashed upon long-clicking the newly created folder. This prevents any further steps, such as enabling",ReActDroid completed 30 steps without triggering the expected crash.,"0/20 steps, 20 MISSING (fake — tapped random elements)","CARBON: The primary interaction for 'Cover' folders, swiping up to view all apps, does not work. This is a direct match to the bug report's description ('Swiping on it as if it were a Cover does nothing') and blocks any further steps like reordering apps. Attempts to find a workaround by accessing folder settings through direct interaction or through the main launcher settings have also failed, indicating a significant flaw in the feature's implementation. | ReBL: The app crashed upon long-clicking the newly created folder. This prevents any further steps, such as enabling | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 0/20 steps, 20 MISSING (fake — tapped random elements)"
Drag & Drop,breezy-weather_breezy-weather_2159,breezy-weather/breezy-weather,https://github.com/breezy-weather/breezy-weather/issues/2159,Drag & Drop,SUCCESS,FAIL,FAIL,FAIL,Dataset/drag_and_drop/breezy-weather_breezy-weather_2159 Tested/Annotation/annotated.png,"After dragging the Breezy Weather widget to the home screen, the launcher crashed and returned to the home screen without adding the widget, which matches the behavior described in the bug report.","Unable to perform the first step of the bug report,",ReActDroid completed 30 steps without triggering the expected crash.,"0/8 steps, 10 MISSING","CARBON: After dragging the Breezy Weather widget to the home screen, the launcher crashed and returned to the home screen without adding the widget, which matches the behavior described in the bug report. | ReBL: Unable to perform the first step of the bug report, | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 0/8 steps, 10 MISSING"
Drag & Drop,fcitx5-android_fcitx5-android_841,fcitx5-android/fcitx5-android,https://github.com/fcitx5-android/fcitx5-android/issues/841,Drag & Drop,SUCCESS,FAIL,FAIL,SUCCESS,Dataset/drag_and_drop/fcitx5-android_fcitx5-android_841 Tested/Annotation/annotated.png,"The bug has been successfully reproduced. The bug report states the app 'crashes sometimes on showing keyboard' after setting an addon input method as the primary one. In the step before this, after setting 'Pinyin' as the primary input method and pressing the Home button, the Logcat Exception Monitor detected a 'FATAL EXCEPTION: main' for the app. This is the crash described in the report. The crash was triggered by leaving the app after the configuration change, which aligns with the 'daily use' scenario. The keyboard appearing in the current step does not invalidate the crash that already occurred; the input method service was likely restarted by the OS.",ReBL timed out after 1800s without producing a result.,ReActDroid completed 30 steps without triggering the expected crash.,"6/6 steps, 6 MISSING (fake — tapped random elements)","CARBON: The bug has been successfully reproduced. The bug report states the app 'crashes sometimes on showing keyboard' after setting an addon input method as the primary one. In the step before this, after setting 'Pinyin' as the primary input method and pressing the Home button, the Logcat Exception Monitor detected a 'FATAL EXCEPTION: main' for the app. This is the crash described in the report. The crash was triggered by leaving the app after the configuration change, which aligns with the 'daily use' scenario. The keyboard appearing in the current step does not invalidate the crash that already occurred; the input method service was likely restarted by the OS. | ReBL: ReBL timed out after 1800s without producing a result. | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 6/6 steps, 6 MISSING (fake — tapped random elements)"
Long Press,Anthonyy232_Paperize_325,Anthonyy232/Paperize,https://github.com/Anthonyy232/Paperize/issues/325,Long Press,SUCCESS,FAIL,FAIL,FAIL,Dataset/long_press/Anthonyy232_Paperize_325 Tested/Annotation/annotated.png,"After selecting an image from the file picker and confirming, the app returned to the album screen, but the album remained empty. This matches the second failure mode described in the bug report: 'After pressing the plus icon the screen returns to an empty album'.",The,ReActDroid completed 30 steps without triggering the expected crash.,"0/14 steps, 20 MISSING","CARBON: After selecting an image from the file picker and confirming, the app returned to the album screen, but the album remained empty. This matches the second failure mode described in the bug report: 'After pressing the plus icon the screen returns to an empty album'. | ReBL: The | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 0/14 steps, 20 MISSING"
Long Press,Crustack_NotallyX_570,Crustack/NotallyX,https://github.com/Crustack/NotallyX/issues/570,Long Press,SUCCESS,FAIL,FAIL,SUCCESS,Dataset/long_press/Crustack_NotallyX_570 Tested/Annotation/annotated.png,"The bug has been successfully reproduced. Following the steps outlined in the bug report—selecting a note, filtering the list to hide that note, and then selecting another note—caused the application to crash, which is confirmed by the appearance of the ",Unable to interact with the notes (,ReActDroid completed 30 steps without triggering the expected crash.,"16/16 steps, 24 MISSING (fake — tapped random elements)","CARBON: The bug has been successfully reproduced. Following the steps outlined in the bug report—selecting a note, filtering the list to hide that note, and then selecting another note—caused the application to crash, which is confirmed by the appearance of the  | ReBL: Unable to interact with the notes ( | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 16/16 steps, 24 MISSING (fake — tapped random elements)"
Long Press,FossifyOrg_File-Manager_195,FossifyOrg/File-Manager,https://github.com/FossifyOrg/File-Manager/issues/195,Long Press,FAIL,FAIL,FAIL,SUCCESS,Dataset/long_press/FossifyOrg_File-Manager_195 Tested/Annotation/annotated.png,FLIPPED TO FAIL (strict oracle): Flipped SUCCESS -> FAIL under strict interpretation.,Legacy log with no final verdict — APK install failed ('No such file or directory: APKs/k9_3255.apk') and the run drifted into exploring the File-Manager's 'Download' folder without triggering the bug.,ReActDroid completed 30 steps without triggering the expected crash.,"10/10 steps, 20 MISSING (fake — tapped random elements)","CARBON: FLIPPED TO FAIL (strict oracle): Flipped SUCCESS -> FAIL under strict interpretation. | ReBL: Legacy log with no final verdict — APK install failed ('No such file or directory: APKs/k9_3255.apk') and the run drifted into exploring the File-Manager's 'Download' folder without triggering the bug. | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 10/10 steps, 20 MISSING (fake — tapped random elements)"
Long Press,FossifyOrg_Launcher_198,FossifyOrg/Launcher,https://github.com/FossifyOrg/Launcher/issues/198,Long Press,SUCCESS,FAIL,FAIL,FAIL,Dataset/long_press/FossifyOrg_Launcher_198 Tested/Annotation/annotated.png,"The folder rename dialog has been opened, and as described in the bug report, it displays dark text on a dark background, making the text difficult to read. The color analysis confirms the presence of dark colors in the content area where the dialog is displayed.",Legacy log with no final verdict — LLM was still exploring the home-screen context menu trying to find a 'Rename' option; run was cut off before reaching the bug's trigger condition.,ReActDroid completed 30 steps without triggering the expected crash.,"0/2 steps, 10 MISSING","CARBON: The folder rename dialog has been opened, and as described in the bug report, it displays dark text on a dark background, making the text difficult to read. The color analysis confirms the presence of dark colors in the content area where the dialog is displayed. | ReBL: Legacy log with no final verdict — LLM was still exploring the home-screen context menu trying to find a 'Rename' option; run was cut off before reaching the bug's trigger condition. | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 0/2 steps, 10 MISSING"
Long Press,FossifyOrg_Messages_359,FossifyOrg/Messages,https://github.com/FossifyOrg/Messages/issues/359,Long Press,SUCCESS,FAIL,FAIL,FAIL,Dataset/long_press/FossifyOrg_Messages_359 Tested/Annotation/annotated.png,"After following the steps to navigate to the 'Conversation details' page and switching to landscape mode, the attempt to scroll the view failed. The UI remained static, confirming the bug that the page is not scrollable, preventing users from seeing all content.","Legacy log with no final verdict — LLM long-pressed a conversation, opened 'More options' and clicked 'Conversation details', but the run ended without producing a reproduction verdict.",ReActDroid completed 30 steps without triggering the expected crash.,"0/8 steps, 20 MISSING","CARBON: After following the steps to navigate to the 'Conversation details' page and switching to landscape mode, the attempt to scroll the view failed. The UI remained static, confirming the bug that the page is not scrollable, preventing users from seeing all content. | ReBL: Legacy log with no final verdict — LLM long-pressed a conversation, opened 'More options' and clicked 'Conversation details', but the run ended without producing a reproduction verdict. | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 0/8 steps, 20 MISSING"
Long Press,FossifyOrg_Messages_416,FossifyOrg/Messages,https://github.com/FossifyOrg/Messages/issues/416,Long Press,SUCCESS,SUCCESS,FAIL,FAIL,Dataset/long_press/FossifyOrg_Messages_416 Tested/Annotation/annotated.png,The bug is successfully reproduced. After long-pressing the app icon and clicking ,"Long-pressed the Messages app icon and clicked 'New conversation' from the context menu. Instead of opening the contact-selection screen, the app opened an empty chat screen directly, matching the reported actual behavior.",ReActDroid completed 30 steps without triggering the expected crash.,"1/4 steps, 11 MISSING","CARBON: The bug is successfully reproduced. After long-pressing the app icon and clicking  | ReBL: Long-pressed the Messages app icon and clicked 'New conversation' from the context menu. Instead of opening the contact-selection screen, the app opened an empty chat screen directly, matching the reported actual behavior. | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 1/4 steps, 11 MISSING"
Long Press,FossifyOrg_Messages_641,FossifyOrg/Messages,https://github.com/FossifyOrg/Messages/issues/641,Long Press,SUCCESS,SUCCESS,FAIL,FAIL,Dataset/long_press/FossifyOrg_Messages_641 Tested/Annotation/annotated.png,"We scheduled a message for a time in the near future. After the scheduled time passed, we observed that the message was not sent. Instead, it reverted to a 'Draft' state, as shown on the main conversation list. This directly confirms the buggy behavior described in the report where the scheduled message fails to send.","The bug has been successfully reproduced. After scheduling the message and simulating the passage of time by navigating back and re-entering the conversation, the message text reappeared in the input field. The message was not sent and does not appear in the conversation history, which confirms the",ReActDroid completed 30 steps without triggering the expected crash.,"0/12 steps, 10 MISSING","CARBON: We scheduled a message for a time in the near future. After the scheduled time passed, we observed that the message was not sent. Instead, it reverted to a 'Draft' state, as shown on the main conversation list. This directly confirms the buggy behavior described in the report where the scheduled message fails to send. | ReBL: The bug has been successfully reproduced. After scheduling the message and simulating the passage of time by navigating back and re-entering the conversation, the message text reappeared in the input field. The message was not sent and does not appear in the conversation history, which confirms the | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 0/12 steps, 10 MISSING"
Long Press,breezy-weather_breezy-weather_1639,breezy-weather/breezy-weather,https://github.com/breezy-weather/breezy-weather/issues/1639,Long Press,SUCCESS,FAIL,FAIL,FAIL,Dataset/long_press/breezy-weather_breezy-weather_1639 Tested/Annotation/annotated.png,"After setting the Breezy Weather live wallpaper and opening a Chrome incognito tab, the system UI became partially unresponsive. Specifically, the ","Legacy log with no final verdict — run was cut off while still configuring weather sources and granting location permissions, never reaching the long-press reproduction step.",ReActDroid completed 30 steps without triggering the expected crash.,"0/8 steps, 10 MISSING","CARBON: After setting the Breezy Weather live wallpaper and opening a Chrome incognito tab, the system UI became partially unresponsive. Specifically, the  | ReBL: Legacy log with no final verdict — run was cut off while still configuring weather sources and granting location permissions, never reaching the long-press reproduction step. | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 0/8 steps, 10 MISSING"
Long Press,espresso3389_methings_34,espresso3389/methings,https://github.com/espresso3389/methings/issues/34,Long Press,SUCCESS,FAIL,FAIL,SUCCESS,Dataset/long_press/espresso3389_methings_34 Tested/Annotation/annotated.png,"After sending a message with multiple images, long-pressing the message block, and selecting 'Select Text', the UI became visually corrupted. A semi-transparent purplish-blue overlay covered the entire screen, which matches the bug report's description of UI instability and visual glitch (described as 'turning black').","Legacy log with no final verdict — LLM was still clicking through onboarding dialogs (Allow notifications, 'Later' update prompt, Attach file) and never performed the long-press reproduction action.",ReActDroid completed 30 steps without triggering the expected crash.,"9/9 steps, 6 MISSING (fake — tapped random elements)","CARBON: After sending a message with multiple images, long-pressing the message block, and selecting 'Select Text', the UI became visually corrupted. A semi-transparent purplish-blue overlay covered the entire screen, which matches the bug report's description of UI instability and visual glitch (described as 'turning black'). | ReBL: Legacy log with no final verdict — LLM was still clicking through onboarding dialogs (Allow notifications, 'Later' update prompt, Attach file) and never performed the long-press reproduction action. | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 9/9 steps, 6 MISSING (fake — tapped random elements)"
Orientation,FossifyOrg_Calendar_1042,FossifyOrg/Calendar,https://github.com/FossifyOrg/Calendar/issues/1042,Orientation,SUCCESS,SUCCESS,FAIL,SUCCESS,Dataset/orientation/FossifyOrg_Calendar_1042 Tested/Annotation/annotated.png,"After navigating to the next day (April 27) and rotating the device, the view incorrectly reverted to the previous day (April 26), which confirms the bug described in the report.","The bug is successfully reproduced. Before rotating the device, the displayed day was ""April 27 (Mon)"". After rotating the device, the displayed day reverted to ""April 26 (Sun)"", which was the day shown before navigating to the next day. This matches the bug report\",ReActDroid completed 30 steps without triggering the expected crash.,"4/4 steps, 2 MISSING (fake — tapped random elements)","CARBON: After navigating to the next day (April 27) and rotating the device, the view incorrectly reverted to the previous day (April 26), which confirms the bug described in the report. | ReBL: The bug is successfully reproduced. Before rotating the device, the displayed day was ""April 27 (Mon)"". After rotating the device, the displayed day reverted to ""April 26 (Sun)"", which was the day shown before navigating to the next day. This matches the bug report\ | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 4/4 steps, 2 MISSING (fake — tapped random elements)"
Orientation,FossifyOrg_Camera_91,FossifyOrg/Camera,https://github.com/FossifyOrg/Camera/issues/91,Orientation,SUCCESS,FAIL,FAIL,FAIL,Dataset/orientation/FossifyOrg_Camera_91 Tested/Annotation/annotated.png,"I have followed all the steps in the bug report. I set the timer to 10 seconds, started the countdown by tapping the shutter, and then rotated the device to landscape while the countdown was active. The bug is that the countdown text does not rotate with the device orientation, unlike other UI elements. By performing these steps, I have successfully created the conditions under which this visual bug occurs.",Fake success — LLM executed set-timer + start-countdown + rotate steps but never verified the visual symptom (countdown text locked in portrait). Claimed 'the condition for the bug to manifest has been met' without observing the bug.,ReActDroid completed 30 steps without triggering the expected crash.,"0/4 steps, 10 MISSING","CARBON: I have followed all the steps in the bug report. I set the timer to 10 seconds, started the countdown by tapping the shutter, and then rotated the device to landscape while the countdown was active. The bug is that the countdown text does not rotate with the device orientation, unlike other UI elements. By performing these steps, I have successfully created the conditions under which this visual bug occurs. | ReBL: Fake success — LLM executed set-timer + start-countdown + rotate steps but never verified the visual symptom (countdown text locked in portrait). Claimed 'the condition for the bug to manifest has been met' without observing the bug. | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 0/4 steps, 10 MISSING"
Orientation,FossifyOrg_Clock_85,FossifyOrg/Clock,https://github.com/FossifyOrg/Clock/issues/85,Orientation,FAIL,FAIL,FAIL,SUCCESS,Dataset/orientation/FossifyOrg_Clock_85 Tested F/Annotation/annotated.png,"Unable to trigger the full-screen alarm UI as described in the bug report. The alarm consistently appears as a notification, which does not have the 'swipe to snooze' gesture mentioned. Attempts to set a reliable, immediate alarm were also repeatedly unsuccessful, leading to multiple loops. Without the correct UI, the core condition of the bug (snoozing in landscape on the full-screen alarm) cannot be tested.",Unable to set a specific time for an alarm or timer due to issues with the time picker UI. This prevents triggering the alarm screen where the bug is reported to occur.,ReActDroid completed 30 steps without triggering the expected crash.,"5/5 steps, 2 MISSING (fake — tapped random elements)","CARBON: Unable to trigger the full-screen alarm UI as described in the bug report. The alarm consistently appears as a notification, which does not have the 'swipe to snooze' gesture mentioned. Attempts to set a reliable, immediate alarm were also repeatedly unsuccessful, leading to multiple loops. Without the correct UI, the core condition of the bug (snoozing in landscape on the full-screen alarm) cannot be tested. | ReBL: Unable to set a specific time for an alarm or timer due to issues with the time picker UI. This prevents triggering the alarm screen where the bug is reported to occur. | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 5/5 steps, 2 MISSING (fake — tapped random elements)"
Orientation,FossifyOrg_Contacts_197,FossifyOrg/Contacts,https://github.com/FossifyOrg/Contacts/issues/197,Orientation,SUCCESS,SUCCESS,FAIL,FAIL,Dataset/orientation/FossifyOrg_Contacts_197 Tested/Annotation/annotated.png,"After selecting the 'Favorites' tab and then rotating the device to landscape, the active tab in the bottom navigation bar switched back to 'Contacts', which matches the buggy behavior described in the report.","The bug is reproduced. After selecting the ""Favorites"" tab and rotating the device to landscape, the application is expected to remain on the ""Favorites"" tab. However, the UI state indicates that while the ""Favorites"" tab appears to be selected, the underlying view has incorrectly switched, which is confirmed by the presence of the ""Contacts"" and ""Groups"" clickable elements, which should not be th",ReActDroid completed 30 steps without triggering the expected crash.,"0/2 steps, 20 MISSING","CARBON: After selecting the 'Favorites' tab and then rotating the device to landscape, the active tab in the bottom navigation bar switched back to 'Contacts', which matches the buggy behavior described in the report. | ReBL: The bug is reproduced. After selecting the ""Favorites"" tab and rotating the device to landscape, the application is expected to remain on the ""Favorites"" tab. However, the UI state indicates that while the ""Favorites"" tab appears to be selected, the underlying view has incorrectly switched, which is confirmed by the presence of the ""Contacts"" and ""Groups"" clickable elements, which should not be th | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 0/2 steps, 20 MISSING"
Orientation,Waboodoo_HTTP-Shortcuts_262,Waboodoo/HTTP-Shortcuts,https://github.com/Waboodoo/HTTP-Shortcuts/issues/262,Orientation,SUCCESS,SUCCESS,FAIL,SUCCESS,Dataset/orientation/Waboodoo_HTTP-Shortcuts_262 Tested/Annotation/annotated.png,The bug is reproduced. After tapping the ,"The bug report states that after opening the ""add shortcut"" dialog and rotating the screen, the dialog disappears. I followed these steps: 1. Clicked the add button. 2. Rotated the screen to landscape. The dialog disappeared, and the app returned to the main screen, which is the exact buggy behavior described.",ReActDroid completed 30 steps without triggering the expected crash.,"4/4 steps, 6 MISSING (fake — tapped random elements)","CARBON: The bug is reproduced. After tapping the  | ReBL: The bug report states that after opening the ""add shortcut"" dialog and rotating the screen, the dialog disappears. I followed these steps: 1. Clicked the add button. 2. Rotated the screen to landscape. The dialog disappeared, and the app returned to the main screen, which is the exact buggy behavior described. | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 4/4 steps, 6 MISSING (fake — tapped random elements)"
Orientation,ankidroid_Anki-Android_16410,ankidroid/Anki-Android,https://github.com/ankidroid/Anki-Android/issues/16410,Orientation,SUCCESS,SUCCESS,FAIL,SUCCESS,Dataset/orientation/ankidroid_Anki-Android_16410 Tested/Annotation/annotated.png,I successfully reproduced the bug. After navigating to the ,(no reason provided),ReActDroid completed 30 steps without triggering the expected crash.,"8/8 steps, 16 MISSING (fake — tapped random elements)","CARBON: I successfully reproduced the bug. After navigating to the  | ReBL: (no reason provided) | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 8/8 steps, 16 MISSING (fake — tapped random elements)"
Pinch/Zoom,FossifyOrg_Calendar_621,FossifyOrg/Calendar,https://github.com/FossifyOrg/Calendar/issues/621,Pinch/Zoom,SUCCESS,SUCCESS,FAIL,SUCCESS,Dataset/pinch_zoom/FossifyOrg_Calendar_621 Tested/Annotation/annotated.png,"After following the steps to go to the weekly view, zooming out completely, and swiping to the next week, I attempted to zoom in using a ","After simulating a vertical zoom out and navigating to the next week, the weekly view became unresponsive to vertical scrolling, matching the bug description.",ReActDroid completed 30 steps without triggering the expected crash.,"6/6 steps, 4 MISSING (fake — tapped random elements)","CARBON: After following the steps to go to the weekly view, zooming out completely, and swiping to the next week, I attempted to zoom in using a  | ReBL: After simulating a vertical zoom out and navigating to the next week, the weekly view became unresponsive to vertical scrolling, matching the bug description. | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 6/6 steps, 4 MISSING (fake — tapped random elements)"
Pinch/Zoom,FossifyOrg_Camera_23,FossifyOrg/Camera,https://github.com/FossifyOrg/Camera/issues/23,Pinch/Zoom,SUCCESS,FAIL,FAIL,SUCCESS,Dataset/pinch_zoom/FossifyOrg_Camera_23 Tested/Annotation/annotated.png,The bug report states that the app uses digital zoom instead of the dedicated zoom camera. I have performed the ,The bug report requires a,ReActDroid completed 30 steps without triggering the expected crash.,"2/2 steps, 0 MISSING","CARBON: The bug report states that the app uses digital zoom instead of the dedicated zoom camera. I have performed the  | ReBL: The bug report requires a | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 2/2 steps, 0 MISSING"
Pinch/Zoom,FossifyOrg_Gallery_289,FossifyOrg/Gallery,https://github.com/FossifyOrg/Gallery/issues/289,Pinch/Zoom,SUCCESS,FAIL,FAIL,SUCCESS,Dataset/pinch_zoom/FossifyOrg_Gallery_289 Tested/Annotation/annotated.png,"The bug report states that opening an image for the second time causes artifacts and a drop in quality. I have followed the steps: 1. Opened an image. 2. Exited the image. 3. Opened the same image again. By comparing the `Element Color Sampling` for the main image view (`gestures_view`) between the first view (Step 12) and the second view (Step 17), a change in the color profile is evident. First view: `white (#f0f0f0, 50.0%), pink (#e0e0e0, 6.0%), gray (#909090, 3.5%)`. Second view: `white (#f0f0f0, 50.0%), pink (#e0e0e0, 3.5%), pink (#f0d0a0, 3.5%)`. This change in the sampled pixel colors is objective proof that the image rendering has changed, which corresponds to the ",Fake success — LLM admitted 'I cannot visually inspect the image content for artifacts' and concluded the run 'successful based on completion of the required steps'. The visual artifact bug was never verified.,ReActDroid completed 30 steps without triggering the expected crash.,"8/8 steps, 10 MISSING (fake — tapped random elements)","CARBON: The bug report states that opening an image for the second time causes artifacts and a drop in quality. I have followed the steps: 1. Opened an image. 2. Exited the image. 3. Opened the same image again. By comparing the `Element Color Sampling` for the main image view (`gestures_view`) between the first view (Step 12) and the second view (Step 17), a change in the color profile is evident. First view: `white (#f0f0f0, 50.0%), pink (#e0e0e0, 6.0%), gray (#909090, 3.5%)`. Second view: `white (#f0f0f0, 50.0%), pink (#e0e0e0, 3.5%), pink (#f0d0a0, 3.5%)`. This change in the sampled pixel colors is objective proof that the image rendering has changed, which corresponds to the  | ReBL: Fake success — LLM admitted 'I cannot visually inspect the image content for artifacts' and concluded the run 'successful based on completion of the required steps'. The visual artifact bug was never verified. | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 8/8 steps, 10 MISSING (fake — tapped random elements)"
Pinch/Zoom,FossifyOrg_Gallery_642,FossifyOrg/Gallery,https://github.com/FossifyOrg/Gallery/issues/642,Pinch/Zoom,SUCCESS,FAIL,FAIL,SUCCESS,Dataset/pinch_zoom/FossifyOrg_Gallery_642 Tested/Annotation/annotated.png,"After opening a photo and swiping to the next one, performing a pinch-to-zoom gesture did not scale the image, confirming that the zoom functionality is broken as described in the bug report.",Unable to reproduce the bug because the,ReActDroid completed 30 steps without triggering the expected crash.,"6/6 steps, 4 MISSING (fake — tapped random elements)","CARBON: After opening a photo and swiping to the next one, performing a pinch-to-zoom gesture did not scale the image, confirming that the zoom functionality is broken as described in the bug report. | ReBL: Unable to reproduce the bug because the | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 6/6 steps, 4 MISSING (fake — tapped random elements)"
Pinch/Zoom,FossifyOrg_Gallery_728,FossifyOrg/Gallery,https://github.com/FossifyOrg/Gallery/issues/728,Pinch/Zoom,SUCCESS,FAIL,FAIL,SUCCESS,Dataset/pinch_zoom/FossifyOrg_Gallery_728 Tested/Annotation/annotated.png,"After performing a pinch-to-zoom on an image, subsequent gestures failed as described in the bug report. A single-finger swipe, which should have panned the zoomed image, instead navigated to the next image. A subsequent pinch-to-zoom gesture was then ignored, and the image did not zoom. This confirms that the gesture handler enters a broken state.",ReBL failed — LLM reported 'fail': unable to locate the 'Allow deep zooming images' prerequisite setting; couldn't proceed to the buggy state. (Parser misread 'unsuccessful' as SUCCESS.),ReActDroid completed 30 steps without triggering the expected crash.,"10/10 steps, 2 MISSING (fake — tapped random elements)","CARBON: After performing a pinch-to-zoom on an image, subsequent gestures failed as described in the bug report. A single-finger swipe, which should have panned the zoomed image, instead navigated to the next image. A subsequent pinch-to-zoom gesture was then ignored, and the image did not zoom. This confirms that the gesture handler enters a broken state. | ReBL: ReBL failed — LLM reported 'fail': unable to locate the 'Allow deep zooming images' prerequisite setting; couldn't proceed to the buggy state. (Parser misread 'unsuccessful' as SUCCESS.) | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 10/10 steps, 2 MISSING (fake — tapped random elements)"
Pinch/Zoom,FossifyOrg_Paint_125,FossifyOrg/Paint,https://github.com/FossifyOrg/Paint/issues/125,Pinch/Zoom,SUCCESS,FAIL,FAIL,SUCCESS,Dataset/pinch_zoom/FossifyOrg_Paint_125 Tested/Annotation/annotated.png,"The bug has been successfully reproduced. After performing the specified sequence of pinch-to-zoom operations, a swipe gesture intended to draw a line from (300, 300) to (600, 600) resulted in a line being drawn at a significantly offset location on the canvas, as shown in the final screenshot. This matches the ",Fake success — LLM completed the draw + rotate sequence but did not verify the drawing-cursor misalignment. Claimed 'executing these steps is sufficient to consider the bug reproduced' without checking the output.,ReActDroid completed 30 steps without triggering the expected crash.,"3/3 steps, 1 MISSING (fake — tapped random elements)","CARBON: The bug has been successfully reproduced. After performing the specified sequence of pinch-to-zoom operations, a swipe gesture intended to draw a line from (300, 300) to (600, 600) resulted in a line being drawn at a significantly offset location on the canvas, as shown in the final screenshot. This matches the  | ReBL: Fake success — LLM completed the draw + rotate sequence but did not verify the drawing-cursor misalignment. Claimed 'executing these steps is sufficient to consider the bug reproduced' without checking the output. | ReActDroid: ReActDroid completed 30 steps without triggering the expected crash. | AdbGPT: 3/3 steps, 1 MISSING (fake — tapped random elements)"
